WKT,municipio_colonia
"MULTIPOLYGON (((-110.996897349708 29.077544337661,-110.996905141375 29.0775975239322,-110.996968936861 29.0780109090595,-110.997008815514 29.0780319300245,-110.997088575467 29.0780249251759,-110.99709654952 29.0780809773263,-110.997113787963 29.0782046021363,-110.997120186445 29.0782504875105,-110.994235988525 29.0785687948894,-110.994102382636 29.0785834882844,-110.994063391899 29.0778281302037,-110.994657772888 29.0778032923078,-110.994788677893 29.077797822278,-110.99516415012 29.0777526167778,-110.995780256204 29.0776784379106,-110.995976932401 29.0776547573262,-110.996010930764 29.0776506641217,-110.996897349708 29.077544337661)))","Hermosillo, Residencial Alamos"
"MULTIPOLYGON (((-110.978178898214 29.1240477576663,-110.980205160065 29.1238232726416,-110.980231027144 29.1239781183875,-110.98035393687 29.124713866632,-110.978296032601 29.1249749761467,-110.978225423199 29.1245350465162,-110.978191198199 29.1241765741126,-110.978178898214 29.1240477576663)))","Hermosillo, Residencial Arizona"
"MULTIPOLYGON (((-110.945367164616 29.1245804309561,-110.945594560013 29.1246427314066,-110.946329044654 29.124859019314,-110.946697305545 29.1248919025435,-110.947116561131 29.1249585667501,-110.947059042963 29.1253121172168,-110.946885892158 29.1252864617944,-110.946607723984 29.1252260793346,-110.946465724212 29.1252065071033,-110.946500789821 29.1252610192307,-110.946572663376 29.1258897420519,-110.946597158404 29.1260795806459,-110.947547917338 29.126241916708,-110.9476286589 29.1262448341565,-110.947745269302 29.1262606446322,-110.947764374237 29.1262714232364,-110.947616789021 29.126364869474,-110.947508502485 29.1265224035923,-110.947327620781 29.1267146687964,-110.946824335455 29.1277271312838,-110.946709328964 29.1276813285216,-110.945598345724 29.1272203301845,-110.945260364285 29.1271314936255,-110.944961152964 29.127201307151,-110.944931173178 29.1270287929024,-110.944652328123 29.1252190929925,-110.945367164616 29.1245804309561)))","Hermosillo, Residencial Britania"
"MULTIPOLYGON (((-110.99885258848 29.0913873125812,-110.998998956686 29.0886539633717,-111.000745935633 29.0886961895243,-111.002360383662 29.0887977475892,-111.002491004703 29.0888154093191,-111.002666615841 29.0901859236363,-111.002811502756 29.0913494516679,-111.002689651476 29.091356433946,-111.000884390214 29.0912738606124,-111.000884642668 29.0914421938257,-111.000798377473 29.0914475171321,-111.000760065652 29.0914579528831,-110.998992385845 29.0913910274614,-110.99885258848 29.0913873125812)))","Hermosillo, Residencial Capistrano"
"MULTIPOLYGON (((-110.937732477808 29.0924374946397,-110.937370806654 29.0913933581019,-110.938285387035 29.0911229169095,-110.938327660226 29.0912966354894,-110.938348035452 29.0915209394408,-110.938351377853 29.0917596858718,-110.938354284007 29.0919835069584,-110.938360620383 29.09244555543,-110.937732477808 29.0924374946397)))","Hermosillo, Residencial Country Club"
"MULTIPOLYGON (((-110.984330813741 29.0794740616559,-110.983959913931 29.0793592235929,-110.98367402172 29.0792528107256,-110.983704144476 29.0791782882828,-110.984236357456 29.0777100901497,-110.984692067329 29.0764529037289,-110.984706772036 29.0764123579379,-110.984445405845 29.0763152997727,-110.984561610601 29.0759978327984,-110.984713624028 29.0760445260198,-110.985152685181 29.0748022738856,-110.985206369727 29.0748200091767,-110.985452261643 29.0748908969887,-110.986012154609 29.0750535903682,-110.986129936921 29.0750840444486,-110.98617656686 29.0750960326575,-110.985667972202 29.0766940059471,-110.985686460797 29.0767539074663,-110.985673482655 29.0767791712723,-110.985658685067 29.0768223928796,-110.985253122001 29.0779960120635,-110.984843640393 29.0791808105969,-110.984712618982 29.0795599037481,-110.984701715318 29.0795888996963,-110.984330813741 29.0794740616559)))","Hermosillo, Residencial de Alcala"
"MULTIPOLYGON (((-110.986058301254 29.0853484012207,-110.985732211326 29.0850209814375,-110.984897634675 29.0842504066476,-110.984839489428 29.0841967421048,-110.983645407788 29.0830993736561,-110.983485494735 29.0829521091701,-110.983334768285 29.0828150370358,-110.983212311859 29.0827036731854,-110.983410740271 29.082723921564,-110.983556135962 29.0828527861459,-110.983671187848 29.0829605427545,-110.983764752565 29.0830060946023,-110.983878597459 29.0830326147268,-110.984264483243 29.0830280689531,-110.984560864818 29.0830245838433,-110.985215471451 29.0830246576402,-110.985763998613 29.083024591176,-110.985758531185 29.0828207775596,-110.98575488834 29.0826116804453,-110.985750338664 29.0821661388947,-110.986201727858 29.0821641158897,-110.986205425838 29.0825996137305,-110.988374539381 29.0825894413711,-110.988376583997 29.0830169136422,-110.988378139593 29.0834576940277,-110.987604198849 29.0834625666319,-110.98761518693 29.0838521975599,-110.988500462826 29.0838664480423,-110.989107556989 29.0838762172915,-110.989238245993 29.0838764010557,-110.989241271572 29.0839012194958,-110.989304978204 29.0842179676064,-110.989396316111 29.084539596392,-110.989438486582 29.084954197245,-110.989444506633 29.0850037859819,-110.989451999054 29.0850404969811,-110.989500644996 29.0852788400805,-110.988338127061 29.0852872094039,-110.986058301254 29.0853484012207)))","Hermosillo, Residencial de Anza"
"MULTIPOLYGON (((-110.936804130688 29.0961975801002,-110.936902755347 29.0961849972026,-110.938385891074 29.0959957613946,-110.938373829627 29.0966937980234,-110.938297692334 29.096692610197,-110.936883542301 29.0965945458834,-110.936804064719 29.0965904122024,-110.936804130688 29.0961975801002)))","Hermosillo, Residencial El Encanto"
"MULTIPOLYGON (((-110.996897349708 29.077544337661,-110.997098695194 29.0775201854459,-110.998933853011 29.0773000501272,-110.998933850971 29.0775348762227,-110.998945786876 29.0777032038759,-110.998970110149 29.0780462419996,-110.998883221623 29.0780558830198,-110.997120186445 29.0782504875105,-110.997113787963 29.0782046021363,-110.99709654952 29.0780809773263,-110.997088575467 29.0780249251759,-110.997008815514 29.0780319300245,-110.996968936861 29.0780109090595,-110.996905141375 29.0775975239322,-110.996897349708 29.077544337661)))","Hermosillo, Residencial Flamingos"
"MULTIPOLYGON (((-110.917962194191 29.0053024798927,-110.917936303416 29.005259195594,-110.917705713453 29.0051460758625,-110.917529186532 29.0049981578457,-110.917550565829 29.0049777721063,-110.917862406596 29.0046832095564,-110.917989619102 29.004498097096,-110.918265422455 29.0033159761667,-110.918270329576 29.0032948451643,-110.918408626021 29.0026992424351,-110.918480667466 29.0026588038574,-110.918559725746 29.0024677766578,-110.918445865058 29.0024177914531,-110.91846929489 29.0023500907874,-110.918875696463 29.0006244725975,-110.91892012478 29.0004460418721,-110.91892557779 29.0004188169767,-110.919048520521 28.9998572364213,-110.91921961642 28.9991392686387,-110.91939597779 28.9991575690511,-110.919424741448 28.9992098789697,-110.92030718057 28.9992104050993,-110.920401365528 28.9990207070562,-110.920539217271 28.9990537681329,-110.920760192859 28.9990981052587,-110.921242626966 28.9991077346071,-110.922447683191 28.9990928581162,-110.922749091983 28.9990904255568,-110.922752885716 28.9992068404756,-110.922761806689 28.999403136974,-110.92281031217 29.0003690569097,-110.922815447469 29.0005586359904,-110.922810417243 29.0005893756135,-110.922805032881 29.0006493365911,-110.922846897258 29.0022613512802,-110.922851619149 29.0023060549789,-110.920936856963 29.0023405903386,-110.92056126118 29.0024235132547,-110.920577956055 29.002831687166,-110.920588215633 29.0029074844629,-110.920643948278 29.0033192117582,-110.920651134293 29.0034624693967,-110.920661658539 29.0036722409887,-110.920671709607 29.0038161912612,-110.920689253895 29.0040674343649,-110.920699529517 29.0042143498675,-110.920723373362 29.0045836806807,-110.920736453906 29.0048424892888,-110.920735603642 29.0049889967575,-110.920734753377 29.0051355041868,-110.920733732264 29.005311458762,-110.920912991947 29.0057068585362,-110.921678786135 29.0063452629,-110.921287095534 29.0066397146093,-110.920936267978 29.0065121521064,-110.919665197614 29.0054623386328,-110.919731014135 29.0054149797131,-110.920060301226 29.0051585623732,-110.918271469929 29.0052004868132,-110.918196031357 29.005169717775,-110.917962194191 29.0053024798927)))","Hermosillo, Residencial Gala"
"MULTIPOLYGON (((-110.960089760998 29.1181813084292,-110.961195346217 29.1180387603043,-110.961272582525 29.1185146775356,-110.961462057111 29.1184903045677,-110.961473814975 29.1185402801518,-110.961527964795 29.1189032113257,-110.961543503425 29.1189540104016,-110.961629076888 29.1194035274655,-110.960303561532 29.1195684188099,-110.960231409667 29.1191151699464,-110.960157924258 29.1186580598336,-110.960089760998 29.1181813084292)))","Hermosillo, Residencial Kino"
"MULTIPOLYGON (((-110.987731800228 29.1483865121122,-110.987308425114 29.1473303271282,-110.987184542433 29.1470212763068,-110.986756109556 29.1459638701155,-110.986566263149 29.1454953056995,-110.986557034381 29.1454725196178,-110.986557257639 29.1452446768377,-110.986823850458 29.1456527357505,-110.988737366825 29.146657726041,-110.988877608489 29.1467448597523,-110.98895423224 29.1467412136284,-110.989132452049 29.1468830723239,-110.989306541993 29.1469845696129,-110.989687450791 29.1472236362803,-110.990417931811 29.1477158236797,-110.990704658994 29.1479240070175,-110.990807735907 29.1478336870537,-110.99084600073 29.1478074456393,-110.991246854095 29.1488390959465,-110.988199071471 29.1492750319814,-110.988044195248 29.1493256175193,-110.98781339822 29.1486318092971,-110.987776955265 29.1485222562705,-110.987731800228 29.1483865121122)))","Hermosillo, Residencial La Cima"
"MULTIPOLYGON (((-110.989500644996 29.0852788400805,-110.989451999054 29.0850404969811,-110.989444506633 29.0850037859819,-110.989438486582 29.084954197245,-110.989396316111 29.084539596392,-110.989304978204 29.0842179676064,-110.989241271572 29.0839012194958,-110.989238245993 29.0838764010557,-110.989107556989 29.0838762172915,-110.988500462826 29.0838664480423,-110.98761518693 29.0838521975599,-110.987604198849 29.0834625666319,-110.988378139593 29.0834576940277,-110.988968495203 29.0834535859381,-110.988899499879 29.0832091535216,-110.988850006798 29.0830352544098,-110.990040492075 29.083018330696,-110.990055214098 29.0834454839201,-110.990051582864 29.0838752816297,-110.989450555956 29.0838768625267,-110.989587546253 29.0844891641752,-110.989724619454 29.0849318013204,-110.989738578793 29.0849855933108,-110.98974929155 29.0850392223187,-110.989796741739 29.0852767067121,-110.989500644996 29.0852788400805)))","Hermosillo, Residencial La Hacienda"
"MULTIPOLYGON (((-110.945160068519 29.1301315291873,-110.946452894775 29.1296965059573,-110.946854412058 29.1305387991352,-110.946975877672 29.1307282116418,-110.94738734068 29.1312826945385,-110.947648665708 29.1316096207456,-110.947779768947 29.1317567540636,-110.947910872556 29.1319038881366,-110.947537021272 29.1322930014733,-110.947378943711 29.1324178991153,-110.947203930871 29.1326765401759,-110.947081629995 29.1329162727322,-110.947055165921 29.1331350095599,-110.947040712843 29.1332906513273,-110.946557491775 29.1333213029128,-110.945983051213 29.1333700452704,-110.945456278428 29.1335639714265,-110.944143575285 29.13126052337,-110.945160068519 29.1301315291873)))","Hermosillo, Residencial La Rioja Norte"
"MULTIPOLYGON (((-111.50803882878 28.8410653681235,-111.508054509324 28.8404427252383,-111.508051699331 28.8401841575553,-111.508051126875 28.8401314462649,-111.508141882138 28.8401308220484,-111.508568776904 28.8401435372763,-111.508842170932 28.8401315924105,-111.509084479555 28.8400993030491,-111.509076682584 28.8397705698867,-111.509094198864 28.8397186070233,-111.509898233617 28.8397087625846,-111.509901376824 28.8410896341295,-111.509638546119 28.8410873330289,-111.509110982975 28.8410761488654,-111.50859465927 28.8410682149496,-111.50803882878 28.8410653681235)))","Hermosillo, Residencial La Vendimia"
"MULTIPOLYGON (((-110.936890600361 29.0943429390945,-110.937594811197 29.0943408713026,-110.938403899727 29.0943384907435,-110.938361010917 29.0949245067975,-110.937286776038 29.095049744286,-110.936890476491 29.0950959444739,-110.936890488963 29.0950196244581,-110.936892116925 29.0943812368835,-110.936890600361 29.0943429390945)))","Hermosillo, Residencial Mediterraneo"
"MULTIPOLYGON (((-110.991490368915 29.0913803892969,-110.989329409156 29.0889558056209,-110.989669186464 29.0887989431146,-110.989607367094 29.088206032457,-110.991167997154 29.0881135226129,-110.991120290532 29.0875048184811,-110.991605793027 29.0873292653773,-110.99239477096 29.0871688549414,-110.992464993561 29.0881938738221,-110.992946538951 29.0881630258517,-110.993421052431 29.0881507010302,-110.993955320676 29.0881260269261,-110.994536897613 29.0881103800999,-110.995418572361 29.088053775077,-110.995848574134 29.088046265242,-110.997058193611 29.0879228436264,-110.997096615305 29.0883467093208,-110.997094186267 29.0884170573181,-110.997089170293 29.0885623432321,-110.996974177089 29.0885724377504,-110.996855806276 29.0885828289096,-110.99598548836 29.0886589103012,-110.995910885605 29.0886653075264,-110.994585747507 29.0887791671307,-110.992392172298 29.0889943761364,-110.992632442642 29.0914164089111,-110.992552796766 29.0914226510528,-110.992480262286 29.0914226469394,-110.991897141343 29.0914401021443,-110.991490368915 29.0913803892969)))","Hermosillo, Residencial Navarrete"
"MULTIPOLYGON (((-110.974033474408 29.0589965779168,-110.975112410824 29.0591402880642,-110.975664874472 29.059213869962,-110.976151878162 29.0592787322374,-110.976794209994 29.0593648455343,-110.977299984187 29.0594326497287,-110.977480832511 29.0594389110655,-110.977711212086 29.0594468865832,-110.977715190886 29.0595036125553,-110.97775341766 29.0598877301286,-110.977760147479 29.0599553627996,-110.977773479686 29.0600893178794,-110.977224635885 29.0600251887108,-110.976937867824 29.0599913008783,-110.976841913704 29.0599697854282,-110.976750759238 29.0599525599279,-110.975396459326 29.0597856444282,-110.975226060712 29.059759957679,-110.975167722861 29.0597513911199,-110.975107579209 29.0597426407854,-110.97431599882 29.0596486007508,-110.97408365529 29.0596185397014,-110.974076129592 29.059527660878,-110.974077782896 29.0594845528396,-110.974067163958 29.0594377433962,-110.974036704727 29.0590695448404,-110.974033474408 29.0589965779168)))","Hermosillo, Residencial Pima"
"MULTIPOLYGON (((-111.02720430911 29.0924418337226,-111.027116889482 29.0910360403014,-111.027038753859 29.0903051258,-111.027021178054 29.0901407058048,-111.026639162902 29.0878225399883,-111.026443999091 29.0867172563595,-111.027284721393 29.0865605816493,-111.028442803097 29.0863647090628,-111.028715070879 29.0864271868332,-111.029281904504 29.0921947930497,-111.029244211511 29.0922015292506,-111.028707335117 29.0922993086015,-111.028556214353 29.0923188275541,-111.027364498922 29.0924463966706,-111.027231510269 29.0924567359761,-111.02720430911 29.0924418337226)))","Hermosillo, Residencial Real de Castilla"
